date,3years,total,class
2020,59,59,0
2017,27,44,0
2020,13,13,0
2020,8,8,1
2020,6,6,0
2014,37,58,0
2017,17,18,0
2018,2,2,0
2018,2,2,2
2017,1,1,0
2018,24,36,0
2018,71,110,1
2018,11,14,0
2018,10,53,0
2020,7,7,0
2019,130,197,0
2019,0,0,2
2019,6,6,0
2018,20,25,0
2019,72,92,2
2014,4,8,0
2020,39,39,0
2019,13,13,0
2020,10,10,1
2018,23,74,2
2018,11,11,1
2020,10,10,0
2020,12,12,0
2020,30,30,0
2018,89,146,0
2020,6,6,0
2019,3,3,2
2013,21,53,0
2020,30,30,0
2020,7,7,0
2018,47,116,0
2019,4,4,0
2013,2,2,2
2017,60,178,0
2019,27,36,2
2020,23,23,0
2019,33,45,0
2017,29,65,0
2020,14,14,2
2019,21,23,0
2019,46,46,2
2020,6,6,0
2020,10,10,0
2019,12,19,0
2018,6,8,0
2013,21,39,0
2019,55,85,2
2019,26,90,0
2020,4,4,0
2019,78,103,0
2019,8,8,2
2020,7,7,2
2019,8,8,0
2018,35,65,2
2019,2,2,0
2020,35,35,1
2019,30,33,1
2018,5,5,0
2018,50,106,2
2019,41,41,0
2017,22,30,0
2012,12,68,0
2019,52,76,0
2017,12,28,0
2012,27,128,0
2018,8,9,0
2018,19,19,2
2020,40,40,1
2018,92,165,2
2018,74,203,0
2015,21,51,0
2018,4,4,2
2020,14,14,0
2020,8,8,0
2018,21,93,1
2017,10,14,2
2017,19,39,0
2017,22,40,0
2020,20,20,0
2014,8,8,0
2017,11,15,0
2020,5,5,2
2019,118,178,2
2020,28,28,2
2020,29,29,1
2019,4,4,2
2019,50,138,1
2020,43,43,0
2015,18,27,0
2016,20,32,0
2018,19,23,0
2018,21,89,0
2015,34,265,2
2019,8,8,0
2018,13,37,0
2018,102,134,2
2016,22,44,0
2018,7,9,1
2016,15,44,0
2020,14,14,0
2015,20,67,1
2013,34,53,0
2018,9,10,2
2020,23,23,2
2015,7,21,0
2020,61,95,1
2013,6,10,1
2016,7,12,2
2020,1,1,0
2020,30,30,0
2018,23,30,0
2019,13,13,0
2020,12,12,0
2019,13,13,2
2019,13,23,0
2020,11,11,0
2019,537,937,2
2019,0,0,2
2019,10,13,0
2019,5,5,0
2019,28,28,0
2019,3,3,0
2018,7,14,0
2019,27,45,0
2018,17,21,0
2020,1,1,0
2018,1,1,0
2019,7,13,2
2018,8,8,2
2018,16,22,2
2015,8,10,0
2020,21,39,1
2018,29,44,1
2019,4,4,0
2018,2,2,0
2018,31,49,2
2020,14,14,0
2015,49,186,0
2017,14,19,0
2020,2,2,0
2018,27,58,0
2014,8,15,0
2012,26,100,0
2020,22,22,0
2017,6,17,0
2014,31,53,0
2012,10,45,0
2018,8,10,1
2020,2,2,0
2016,1,1,2
2015,7,10,0
2020,44,44,0
2020,50,50,2
2016,48,100,0
2015,30,97,0
2018,10,10,0
2016,28,55,2
2015,10,24,2
2016,47,284,2
2016,8,9,0
2020,2,2,0
2016,9,11,0
2020,76,76,0
2015,13,23,0
2019,21,32,0
2017,37,86,0
2019,4,4,0
2020,5,5,0
2020,19,19,0
2017,14,33,0
2018,4,4,0
2020,60,59,1
2014,12,36,0
2020,0,0,0
2018,12,18,0
2017,21,31,0
2020,2,2,0
2014,7,16,2
2018,12,16,0
2016,10,15,0
2015,24,121,2
2018,8,10,0
2020,13,13,0
2016,23,73,0
2020,19,19,2
2015,9,12,0
2020,29,30,0
2020,7,7,0
2016,13,23,2
2020,57,57,0
2020,11,11,0
2018,16,31,0
2020,1,1,0
2020,1,1,2
2020,6,6,1
2018,4,4,0
2020,12,12,0
2020,9,19,0
2015,36,144,0
2014,27,28,0
2020,3,3,0
2017,57,184,2
2019,2,2,0
2014,4,29,0
2020,2,2,0
2018,9,11,2
2019,13,13,1
2017,17,28,0
2014,9,13,2
2014,7,22,2
2020,2,2,0
2019,9,9,2
2019,58,74,0
2019,38,56,2
2019,27,27,0
2019,3,3,0
2018,12,14,0
2020,9,9,0
2012,18,69,1
2020,4,4,1
2019,17,19,0
2012,8,22,0
2019,19,19,0
2020,8,8,0
2019,4,4,0
2020,1,1,0
2018,38,48,0
2019,17,19,2
2020,10,10,0
2019,12,12,0
2020,4,4,0
2020,5,5,1
2019,51,51,2
2020,2,2,0
2013,21,5895,0
2018,7,8,2
2019,5,5,0
2020,3,3,1
2013,28,55,2
2016,104,167,2
2019,32,53,2
2018,17,20,0
2020,7,7,2
2013,60,1452,0
2019,21,21,0
2018,18,29,0
2016,45,375,2
2013,4,10,0
2019,27,27,1
2020,1,1,2
2019,2,2,2
2019,20,24,0
2020,0,0,1
2019,3,3,0
2016,14,27,2
2020,4,4,0
2017,40,62,0
2018,7,9,2
2018,5,5,0
2014,41,118,0
2020,2,2,0
2020,12,12,2
2020,30,30,0
2020,12,12,2
2018,8,9,1
2015,11,18,2
2015,16,46,1
2020,3,3,0
2020,5,5,0
2019,2,2,2
2019,7,7,0
2019,34,34,2
2015,26,62,0
2018,46,64,2
2019,9,9,2
2018,11,11,0
2018,68,119,2
2014,14,79,0
2020,22,22,0
2020,3,3,2
2020,0,0,2
2018,12,12,0
2020,14,14,0
2020,8,8,0
2018,4,4,0
2020,3,3,1
2020,17,17,0
2020,14,14,2
2018,13,20,2
2019,41,41,2
2018,48,197,2
2018,29,34,2
2019,85,123,2
2019,0,0,0
2018,26,34,2
2020,8,8,2
2019,9,9,0
2018,48,108,0
2019,7,7,2
2017,45,177,0
2020,31,31,0
2020,3,3,2
2017,5,6,0
2017,3,8,0
2020,1,1,0
2020,9,9,1
2016,39,65,2
2020,5,5,0
2018,25,35,0
2015,48,137,0
2020,4,4,0
2020,11,11,2
2019,34,47,2
2019,3,3,0
2019,8,8,2
2019,44,98,0
2019,2,2,0
2020,43,43,0
2019,30,39,0
2018,15,20,0
2016,1,1,0
2019,9,11,1
2020,12,12,0
2019,7,7,2
2019,5,5,0
2019,0,0,0
2020,50,50,2
2020,4,4,0
2019,38,70,2
2019,38,38,0
2020,10,10,2
2016,10,11,0
2018,10,12,0
2015,5,10,0
2016,6,9,0
2017,0,0,1
2018,6,6,0
2014,2,2,1
2020,9,9,2
2020,35,35,0
2016,7,15,2
2020,33,33,0
2020,15,15,0
2018,12,26,2
2017,6,24,0
2019,0,0,0
2018,30,41,0
2020,37,37,2
2014,4,4,0
2019,33,33,0
2015,27,48,0
2019,6,6,2
2018,258,610,2
2020,5,5,0
2018,32,34,0
2018,6,6,0
2018,30,38,2
2016,23,44,2
2018,9,14,0
2016,35,236,0
2020,19,19,1
2016,51,193,2
2019,4,4,0
2020,0,0,0
2020,3,3,2
2015,13,20,0
2016,41,81,2
2020,11,11,1
2019,0,0,0
2020,17,17,0
2015,13,40,0
2017,14,25,0
2017,5,12,0
2018,38,61,2
2019,41,57,0
2020,3,3,0
2019,22,22,0
2019,6,6,2
2020,2,2,2
2019,5,5,0
2019,87,145,2
2020,20,20,0
2019,5,5,2
2017,25,45,2
2020,51,81,2
2017,40,88,0
2020,2,2,2
2018,8,11,0
2018,24,58,2
2015,0,0,2
2020,0,0,0
2018,32,49,2
2020,7,7,0
2019,9,9,0
2020,0,0,2
2020,22,22,2
2019,11,11,1
2020,3,3,0
2018,8,8,1
2019,1,1,0
2020,12,12,2
2020,8,8,0
2020,2,2,0
2019,4,4,0
2019,57,57,0
2020,3,3,2
2020,25,25,0
2016,10,28,0
2020,3,3,2
2020,14,14,1
2016,11,37,2
2020,7,7,0
2020,1,1,0
2018,3,3,0
2014,4,5,0
2020,10,10,1
2018,13,20,0
2020,0,0,1
2019,26,26,2
2014,3,5,0
2014,11,19,0
2020,1,1,0
2017,123,400,0
2015,3,5,0
2016,11,22,0
2020,16,16,2
2020,32,32,1
2020,73,73,0
2018,25,41,1
2018,18,27,2
2020,11,11,2
2019,26,39,0
2017,6,8,0
2016,15,28,0
2015,9,17,0
2015,4,10,0
2018,19,22,0
2020,0,0,0
2019,8,8,0
2019,56,64,2
2015,15,20,0
2020,11,11,0
2020,4,4,0
2019,23,23,0
2019,8,8,0
2019,40,52,0
2020,67,67,0
2020,22,22,2
2019,34,67,0
2017,22,41,1
2018,4,4,0
2020,2,2,0
2016,15,215,0
2020,92,207,1
2018,30,55,0
2018,0,0,2
2018,4,4,0
2018,7,9,2
2020,1,1,0
2019,34,37,2
2020,4,4,0
2018,13,19,1
2020,0,0,0
2020,101,177,0
2014,10,20,1
2018,44,50,0
2015,13,26,0
2020,56,104,0
2019,13,18,1
2016,7,7,0
2020,2,2,2
2014,4,7,0
2020,22,22,2
2018,28,35,0
2016,52,610,0
2020,13,13,0
2018,106,175,2
2020,10,10,0
2019,30,38,2
2019,15,15,2
2020,4,4,0
2019,2,2,2
2020,128,287,0
2015,14,18,0
2020,38,38,0
2015,39,75,0
2018,10,17,0
2020,58,58,1
2017,42,59,2
2020,3,3,0
2015,7,684,2
2016,36,129,0
2016,169,495,0
2015,4,4,1
2020,10,10,1
2020,7,7,0
2020,51,88,0
2019,20,21,2
2018,14,16,0
2019,8,8,0
2018,56,108,0
2019,4,4,0
2018,2,2,2
2015,4,9,0
2020,5,5,1
2017,74,278,2
2020,20,20,2
2018,4,4,2
2016,25,43,0
2020,13,13,1
2016,6,6,2
2020,16,32,2
2020,6,6,0
2018,13,47,0
2020,7,200,0
2019,15,15,0
2018,10,11,0
2020,11,11,2
2019,162,197,0
2018,34,41,1
2019,28,28,0
2018,11,28,0
2019,5,5,2
2019,9,9,2
2020,5,5,0
2020,63,63,2
2016,35,110,0
2020,56,56,2
2017,25,54,0
2015,28,61,2
2019,2,2,2
2018,139,397,0
2019,5,5,2
2018,27,51,0
2020,2,2,0
2020,3,3,0
2019,16,22,0
2019,25,31,2
2018,45,75,0
2018,13,19,0
2017,13,17,0
2015,14,18,2
2020,1,1,0
2020,15,15,0
2019,66,90,0
2019,8,8,1
2020,67,67,2
2020,1,1,0
2014,17,30,0
2017,53,74,0
2019,6,6,0
2019,16,16,2
2018,35,47,0
2020,33,33,0
2020,3,3,0
2019,29,36,2
2018,7,7,2
2020,25,25,0
2014,12,61,0
2020,6,29,2
2020,6,6,0
2018,5,5,0
2019,5,5,0
2019,11,11,0
2018,10,14,0
2019,1,1,2
2020,16,16,0
2016,11,16,0
2020,49,49,0
2019,51,100,0
2020,339,341,2
2014,14,21,1
2020,31,31,0
2020,0,0,0
2015,1,1,0
2015,33,47,1
2020,2,2,2
2020,4,4,2
2018,17,37,0
2020,0,0,0
2020,12,12,0
2019,24,24,2
2019,15,15,2
2018,21,29,2
2020,6,6,1
2019,7,7,0
2017,38,82,0
2016,47,80,0
2020,24,24,0
2016,2,2,0
2020,43,43,2
2018,5,6,0
2020,14,14,0
2020,30,30,0
2019,2,2,0
2020,95,95,0
2020,23,23,0
2018,33,45,2
2020,1,1,0
2019,18,29,0
2020,225,225,0
2020,4,4,0
2020,17,17,0
2020,16,16,2
2019,63,63,2
2019,31,31,0
2017,36,79,0
2014,1,1,1
2018,12,12,0
2020,0,0,0
2018,5,7,0
2016,42,134,0
2020,12,12,2
2020,21,21,0
2018,8,18,2
2019,97,97,0
2018,24,28,0
2018,16,41,0
2019,77,99,0
2019,6,444,0
2020,3,3,0
2020,6,6,0
2015,4,9,0
2018,54,74,0
2019,30,30,2
2020,29,29,0
2015,8,20,0
2018,2,2,0
2019,89,111,2
2019,26,31,1
2019,1,1,2
2019,45,55,0
2020,8,8,0
2020,10,11,2
2018,9,10,0
2019,38,38,0
2020,9,9,0
2020,29,29,2
2020,19,19,1
2020,16,16,2
2019,4,4,0
2017,16,23,0
2018,11,40,0
2015,8,37,0
2020,5,5,0
2015,6,44,0
2020,6,6,0
2020,4,4,0
2016,18,36,0
2019,2,2,0
2018,13,17,0
2019,72,89,0
2018,19,19,0
2019,32,35,2
2018,37,47,1
2020,3,3,2
2015,12,34,0
2020,4,4,1
2017,15,25,0
2020,0,0,0
2020,18,18,0
2020,48,242,0
2019,55,55,2
2018,25,33,0
2020,2,2,0
2016,4,5,0
2019,3,3,0
2020,20,21,0
2016,27,46,0
2019,87,127,0
2020,49,49,0
2020,7,7,0
2020,5,5,1
2018,210,299,2
2019,34,39,0
2019,0,0,1
2019,6,6,0
2018,1,1,0
2018,235,272,2
2020,2,2,0
2020,1,1,0
2019,120,153,1
2018,8,8,0
2020,11,11,2
2020,2,2,0
2017,7,10,2
2020,7,7,0
2016,11,25,0
2015,14,18,0
2014,0,0,0
2014,3,3,0
2017,7,10,0
2015,18,44,1
2018,20,20,0
2015,6,9,0
2020,57,57,2
2018,8,11,0
2020,4,4,0
2020,9,9,0
2019,10,13,0
2020,22,22,0
2019,17,23,0
2019,34,45,0
2018,166,765,1
2020,29,29,0
2018,31,51,0
2017,27,36,0
2014,29,59,0
2017,5,5,0
2018,216,324,0
2018,11,12,0
2017,11,16,0
2014,8,25,0
2020,18,18,2
2020,7,7,0
2019,240,385,0
2020,33,33,0
2018,42,48,2
2019,46,176,0
2019,36,138,0
2018,21,27,0
2019,14,14,0
2018,234,578,2
2020,0,0,2
2020,12,12,2
2018,57,117,0
2019,50,90,0
2019,10,10,0
2016,3,5,2
2015,6,8,0
2020,2,2,0
2015,3,3,2
2017,3,8,2
2019,49,65,0
2019,102,175,1
2014,16,21,0
2014,10,26,0
2018,4,4,0
2018,291,524,0
2019,4,4,2
2019,26,31,2
2019,4,4,0
2019,22,47,0
2020,23,23,1
2015,25,42,0
2020,8,8,0
2019,13,13,2
2020,1,1,0
2018,80,134,2
2019,18,18,0
2018,5,6,0
2019,4,4,0
2020,1,1,0
2020,2,2,1
2020,9,9,2
2016,10,134,0
2018,62,147,0
2020,32,33,0
2016,34,168,2
2020,9,14,2
2016,15,44,0
2018,31,42,0
2019,6,6,0
2019,14,14,0
2019,11,11,0
2020,7,7,0
2018,40,73,2
2020,8,8,0
2020,7,7,2
2016,212,835,0
2018,5,7,2
2015,19,68,2
2020,17,17,0
2018,8,10,0
2017,30,68,0
2019,19,29,2
2020,6,6,2
2020,56,56,0
2014,11,43,0
2020,5,5,0
2019,3,3,0
2020,6,6,1
2019,24,48,0
2018,53,78,0
2020,11,18,0
2020,7,7,1
2018,27,67,0
2020,9,9,0
2019,7,13,0
2018,21,21,0
2020,20,20,0
2020,104,152,1
2020,16,16,0
2017,29,77,2
2017,35,42,0
2020,11,11,0
2020,49,49,2
2018,20,27,0
2018,5,5,2
2014,5,11,0
2020,0,0,0
2019,1,1,0
2019,7,11,2
2020,2,2,0
2020,30,30,0
2015,24,55,0
2015,11,30,0
2018,3,3,2
2020,15,15,0
2018,36,170,0
2020,14,14,0
2020,12,12,0
2019,4,5,2
2020,36,36,0
2020,13,13,0
2019,87,131,2
2019,35,35,1
2017,50,82,0
2019,24,24,0
2019,36,37,0
2019,1,1,0
2019,41,48,0
2016,5,10,0
2015,12,19,0
2014,4,4,0
2017,16,20,2
2020,53,53,2
2020,1,1,0
2016,1,1,0
2020,9,9,2
2016,48,1390,2
2019,4,4,0
2020,7,7,0
2019,6,6,0
2019,15,15,1
2019,1,1,0
2019,10,14,0
2019,46,51,1
2020,27,27,0
2020,4,4,0
2020,36,36,0
2019,5,5,0
2019,3,3,0
2019,25,25,0
2019,7,7,2
2020,13,13,0
2020,12,12,0
2018,6,6,0
2020,8,8,0
2017,16,26,1
2020,11,11,0
2019,14,21,0
2014,4,5,0
2019,16,19,0
2020,34,33,2
2020,51,51,1
2018,4,6,0
2016,25,32,2
2017,11,11,0
2016,26,81,0
2019,41,41,1
2019,7,9,0
2019,16,23,0
2019,8,8,1
2020,21,35,0
2018,6,6,2
2019,15,15,2
2020,4,4,0
2020,4,4,0
2019,8,8,2
2020,1,1,0
2020,5,5,0
2020,2,2,2
2017,51,176,1
2017,18,20,2
2018,14,21,0
2018,2,2,0
2019,9,9,0
2018,3,3,0
2019,133,133,2
2019,10,10,2
2020,7,7,0
2018,63,111,2
2019,15,15,0
2020,25,25,0
2019,4,4,2
2019,6,6,0
2020,22,22,0
2019,101,127,0
2020,3,3,0
2020,23,23,0
2020,64,64,0
2019,29,55,1
2020,218,217,0
2020,74,73,0
2020,32,32,0
2014,5,15,0
2018,11,27,0
2019,36,54,0
2020,28,46,2
2016,66,449,0
2019,66,83,0
2019,126,160,2
2020,10,11,0
2020,7,7,2
2020,2,2,0
2018,8,11,1
2019,0,0,0
2019,16,16,0
2019,1,1,0
2019,88,140,0
2020,15,15,2
2019,21,21,1
2019,109,168,1
2019,1,1,0
2019,38,65,0
2019,12,12,0
2017,90,120,2
2018,91,202,0
2020,130,131,1
2017,27,57,1
2020,93,93,1
2018,4,5,0
2017,30,69,0
2016,11,22,0
2020,2,2,0
2020,37,37,0
2018,20,29,2
2020,89,89,1
2020,111,224,0
2019,36,37,0
2018,23,28,0
2020,2,2,2
2020,0,0,0
2020,7,7,0
2020,5,5,2
2020,6,6,1
2018,19,35,2
2020,8,8,2
2019,4,4,2
2019,1,1,0
2016,12,21,0
2018,10,22,0
2016,16,71,2
2019,15,15,1
2018,132,264,0
2019,20,23,1
2020,1,1,0
2020,38,38,0
2020,6,6,0
2020,76,76,0
2020,23,23,0
2020,2,2,0
2018,9,16,2
2019,25,30,2
2014,45,171,1
2018,92,125,0
2019,2,2,0
2019,9,9,0
2019,8,8,2
2020,3,3,0
2020,57,57,0
2019,2,22,2
2020,1,1,2
2019,31,31,0
2019,14,14,2
2020,1,1,2
2020,3,3,0
2020,10,10,2
2020,12,12,2
2018,11,17,0
2019,6,6,0
2019,41,41,0
2018,6,8,0
2014,11,25,0
2020,3,3,2
2020,3,3,0
2020,4,4,0
2019,2,2,2
2019,53,53,0
2018,9,9,0
2020,0,0,1
2018,3,3,2
2020,4,4,0
2020,25,34,0
2018,10,11,1
2020,10,10,0
2020,0,0,0
2017,5,7,0
2020,3,3,0
2020,40,40,1
2017,19,23,2
2020,0,0,0
2017,49,77,0
2020,34,51,0
2018,31,37,0
2015,17,33,2
2016,76,227,0
2018,24,46,0
2020,4,4,0
2019,1,1,0
2018,35,46,2
2019,1,1,0
2020,2,2,2
2018,18,66,0
2020,4,4,0
2020,8,8,0
2019,0,1,0
2018,1,2,0
2016,8,9,0
2017,3,9,2
2019,3,3,2
2013,3,21,0
2020,3,2,0
2020,10,10,2
2020,9,9,0
2016,7,17,0
2020,6,6,0
2012,6,10,2
2020,3,0,0
2014,81,88,2
2018,9,13,0
2014,5,5,0
2013,4,4,2
2018,40,58,1
2012,15,32,0
2020,18,18,2
2017,7,11,0
2020,2,2,2
2013,3,8,0
2014,10,12,0
2016,3,3,0
2020,15,15,0
2014,8,21,2
2018,27,42,2
2012,0,7,0
2018,10,12,0
2020,3,0,0
2012,8,18,0
2013,7,10,0
2014,4,4,2
2017,2,2,1
2018,9,18,1
2013,16,26,0
2020,13,13,1
2016,0,10,0
2012,3,14,0
2019,42,45,0
2013,1,8,0
2019,14,17,2
2019,11,12,2
2016,58,252,0
2018,1,1,2
2016,8,10,0
2020,2,2,0
2020,3,3,0
2020,11,11,2
2020,17,17,1
2012,4,21,0
2017,21,40,0
2013,8,13,0
2013,4,4,1
2020,5,5,0
2016,2,2,0
2014,1,3,2
2018,0,1,2
2020,35,35,0
2014,2,2,2
2020,4,4,0
2020,1,1,0
2017,3,4,2
2020,7,7,0
2018,2,2,0
2012,1,2,2
2019,2,2,0
2019,8,11,0
2019,19,21,0
2014,2,2,0
2012,1,1,0
2014,1,1,2
2016,14,31,1
2020,6,6,1
2016,5,6,0
2016,1,2,0
2012,2,5,2
2014,6,12,0
2019,10,13,0
2020,3,3,2
2018,5,15,2
2020,2,2,0
2018,20,28,2
2013,4,22,2
2020,26,26,0
2020,1,1,0
2020,21,21,2
2013,5,5,2
2019,11,11,1
2013,4,14,2
2017,1,6,0
2012,3,13,1
2016,4,4,0
2016,109,184,2
2020,1,1,1
2014,4,8,0
2014,2,3,0
2020,3,-1,0
2020,44,44,0
2013,2,3,0
2018,2,4,2
2013,3,13,0
2013,1,2,0
2020,3,-1,0
2020,4,4,0
2020,2,2,2
2020,3,0,2
2020,10,10,0
2018,0,1,0
2019,16,18,1
2019,25,48,2
2012,9,19,0
2020,5,5,2
2020,1,1,1
2016,0,1,0
2019,2,2,2
2019,1,3,0
2020,3,3,0
2020,3,0,0
2012,23,42,0
2020,20,20,2
2013,13,23,0
2016,12,18,0
2014,3,4,2
2018,4,9,2
2012,5,10,0
2020,4,4,0
2020,28,28,0
2013,2,2,2
2014,9,10,0
2012,4,6,0
2012,4,6,2
2018,3,5,2
2016,6,14,0
2014,2,2,0
2020,6,6,0
2020,10,10,1
2020,15,15,0
2020,15,15,0
2014,3,3,0
2018,4,7,0
2013,4,9,0
2017,25,63,0
2013,4,5,0
2020,9,9,0
2020,5,5,0
2020,14,14,0
2012,1,1,0
2016,1,1,2
2017,4,4,2
2014,1,2,0
2019,9,13,1
2013,5,7,2
2018,12,16,0
2020,19,19,0
2020,5,5,0
2014,3,4,2
2020,3,-1,0
2018,1,1,1
2020,1,1,2
2020,1,1,1
2020,5,5,0
2013,1,1,2
2012,5,5,2
2019,3,3,0
2017,1,3,0
2012,3,5,0
2020,3,-1,0
2020,7,7,2
2019,5,5,0
2019,2,3,0
2016,4,6,0
2013,3,3,2
2020,10,10,2
2012,6,11,2
2013,4,6,0
2014,1,2,2
2020,3,-1,2
2020,2,2,0
2016,3,4,2
2020,24,25,0
2012,6,8,0
2012,5,20,0
2020,7,7,0
2020,3,3,2
2020,10,10,0
2013,4,17,0
2018,6,8,2
2020,5,5,0
2014,2,3,0
2020,13,13,2
2020,23,23,1
2013,4,6,2
2019,3,3,0
2014,1,1,1
2020,6,6,0
2016,3,3,0
2016,13,48,0
2020,8,8,0
2012,15,21,0
2013,2,5,2
2016,10,14,2
2020,6,6,0
2012,5,8,2
2019,3,10,0
2018,2,3,0
2014,18,30,0
2012,16,26,0
2012,1,4,0
2014,12,20,2
2013,7,8,0
2019,30,35,0
2020,1,1,2
2020,9,9,0
2014,1,2,0
2017,2,3,0
2012,2,3,0
2020,7,7,2
2014,2,4,0
2013,5,5,2
2020,101,101,2
2019,8,10,2
2019,8,8,0
2012,7,61,0
2020,9,9,1
2012,2,5,0
2012,5,13,0
2020,7,7,0
2018,9,10,2
2020,5,5,0
2020,1,1,1
2017,2,3,2
2014,11,14,0
2019,3,4,0
2013,1,3,0
2013,0,2,0
2020,4,4,0
2020,1,1,2
2020,14,14,0
2020,11,11,0
2020,3,5,0
2020,11,11,0
2020,3,-1,2
2020,8,8,0
2013,3,4,0
2018,5,9,1
2014,6,10,0
2019,3,3,0
2016,4,4,0
2020,7,7,0
2016,0,3,0
2015,23,41,2
2016,2,5,0
2018,5,7,0
2018,34,89,2
2019,53,84,0
2012,26,67,0
2012,0,3,0
2019,7,9,2
2015,27,36,2
2012,22,74,2
2019,1,1,2
2013,11,29,0
2012,3,4,0
2018,14,18,2
2019,2,3,1
2012,1,4,1
2019,9,11,0
2017,2,5,2
2016,39,120,2
2018,9,12,1
2012,16,77,1
2019,9,20,2
2013,4,7,0
2019,114,162,0
2016,4,6,0
2013,7,61,0
2019,2,2,0
2018,13,19,0
2018,27,45,2
2013,5,11,0
2019,11,14,0
2012,1,3,2
2018,4,9,0
2012,4,4,2
2012,4,4,0
2018,8,14,0
2018,4,7,2
2016,17,20,0
2019,8,9,2
2019,26,34,2
2016,3,8,0
2018,3,14,1
2015,3,3,0
2018,1,2,2
2018,12,24,2
2019,27,30,2
2012,5,8,2
2018,3,7,0
2018,6,8,0
2018,4,4,0
2015,4,10,0
2014,20,52,0
2015,22,36,1
2015,24,113,2
2015,5,8,0
2019,5,9,1
2012,6,29,2
2013,3,5,1
2013,11,316,2
2018,7,13,2
2019,4,5,2
2018,29,39,2
2012,7,23,1
2013,7,9,2
2019,24,28,0
2015,3,10,0
2019,8,10,1
2016,30,73,2
2019,80,97,2
2018,39,103,2
2019,7,7,2
2015,7,12,1
2015,13,27,0
2018,1,1,1
2017,1,1,0
2018,29,34,0
2018,11,15,2
2018,9,13,0
2018,2,2,1
2019,1,2,0
2016,1,3,0
2018,3,4,2
2018,1,1,2
2018,4,10,0
2019,12,14,0
2018,2,3,0
2019,10,11,0
2018,44,77,0
2018,38,70,2
2012,1,5,1
2016,5,21,1
2018,11,12,2
2019,5,5,0
2016,57,167,2
2018,20,36,1
2012,12,25,0
2018,1,1,2
2019,85,128,2
2018,3,7,0
2019,4,5,1
2019,2,2,0
2015,5,7,1
2016,10,28,1
2019,56,88,2
2016,74,286,2
2012,1,5,2
2019,3,4,2
2012,7,17,2
2015,22,43,0
2015,5,19,1
2014,7,13,2
2013,25,136,2
2019,22,24,0
2018,5,21,2
2018,15,21,0
2015,7,25,0
2012,30,121,0
2018,10,-1,0
2019,4,5,0
2018,20,37,0
2018,2,3,2
2019,10,14,0
2015,3,5,2
2012,88,408,0
2015,37,87,0
2016,2,4,0
2019,25,39,2
2018,14,15,2
2013,5,11,2
2018,1,918,2
2019,19,31,2
2013,14,35,2
2015,4,11,2
2015,3,3,0
2015,11,23,2
2018,4,6,1
2019,1,1,1
2019,29,40,0
2018,6,10,0
2019,7,11,0
2019,7,8,2
2012,8,56,0
2017,20,43,1
2012,13,56,1
2015,49,161,2
2018,47,82,2
2015,13,39,2
2018,20,25,0
2019,7,7,1
2013,15,42,1
2016,2,8,0
2015,14,34,0
2018,4,15,0
2018,8,14,2
2012,0,2,1
2012,11,24,1
2019,1,1,0
2019,20,27,2
2019,1,2,2
2019,7,8,2
2019,13,-1,2
2012,30,105,2
2017,114,191,1
2016,4,8,0
2019,9,10,1
2019,192,217,1
2018,9,11,1
2019,13,17,1
2012,5,6,1
2018,13,23,0
2012,12,25,2
2019,1,2,1
2016,3,3,2
2012,9,33,1
2014,13,25,1
2015,8,11,1
2019,7,7,0
2019,5,7,2
2013,14,18,0
2018,12,20,1
2012,35,122,2
2019,2,3,0
2016,0,2,0
2013,2,3,0
2019,3,3,2
2019,17,19,2
2018,8,20,2
2013,15,62,2
2018,4,15,0
2018,9,15,0
2018,50,96,2
2015,0,7,1
2017,35,88,2
2015,14,42,0
2014,4,5,2
2015,1,1,2
2016,9,17,0
2015,6,14,2
2018,58,120,2
2018,21,-1,0
2019,18,22,2
2018,33,69,2
2013,26,93,2
2018,3,4,2
2012,9,32,2
2012,3,14,2
2019,16,18,2
2012,15,58,1
2019,115,152,2
2018,3,5,0
2019,6,8,2
2019,16,22,2
2015,3,3,0
2017,10,18,0
2016,6,7,0
2012,14,62,1
2014,20,65,0
2015,2,2,1
2012,3,7,2
2012,3,10,0
2018,1,4,2
2018,6,8,2
2013,5,10,1
2019,36,53,2
2019,5,6,2
2018,2,3,0
2019,1,3,2
2018,21,39,2
2012,37,189,1
2016,7,18,0
2012,29,369,2
2013,21,65,0
2019,3,3,2
2014,4,14,0
2018,43,112,2
2015,10,16,2
2012,13,26,0
2016,44,165,0
2018,8,9,0
2018,19,32,0
2016,53,109,0
2018,53,94,1
2016,12,21,2
2019,10,14,2
2018,4,10,1
2015,0,2,2
2018,12,16,1
2019,7,7,1
2018,44,124,0
2019,56,64,2
2013,4,22,1
2019,6,6,2
2013,13,51,1
2015,6,9,0
2017,30,91,1
2016,16,51,0
2019,4,4,2
2018,12,14,1
2019,23,34,0
2015,4,4,0
2012,0,20,2
2015,12,29,0
2018,32,55,2
2018,11,30,0
2019,25,40,0
2019,4,6,1
2019,6,6,0
2019,5,5,2
2015,10,20,2
2015,4,10,0
2016,2,6,2
2016,9,15,2
2014,8,13,2
2016,16,46,1
2012,14,35,2
2017,9,11,2
2013,3,8,2
2018,5,5,2
2012,7,12,0
2012,18,25,0
2018,14,23,0
2018,48,86,2
2018,16,20,0
2015,3,11,0
2015,50,116,2
2015,20,55,0
2019,30,41,2
2019,9,13,2
2018,26,49,0
